Region,Ocean,Latitude (N),Longitude €,Location,Depth (m),Depth range,SCOC (mmol O2 m-2 d-1),ex situ/ in situ,Measurement/ sampling device,TOU/ DOU/ AOU,median sediment grain size (?m),sediment type,photosynthetic sediment,dark/ light incubation/ measurements,Reference
Chukchi Sea,Arctic Ocean,65.17,-168.93,exact location,47,near-shore (0-50m),2.99,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Bering Sea,Pacific Ocean,65.18,-168.54,exact location,50,near-shore (0-50m),26.25,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Bering Sea/ Chukchi Sea,Arctic Ocean,66.116,-166.299,exact location,22,near-shore (0-50m),3.63,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,66.34,-168.92,exact location,52,continental shelf (>50-200m),6.76,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,66.75,-168.92,exact location,40,near-shore (0-50m),6.41,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,67.41,-168.93,exact location,48,near-shore (0-50m),30.82,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,67.5,-168.92,exact location,48,near-shore (0-50m),14.16,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,67.77,-166.17,exact location,54,continental shelf (>50-200m),28.19,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,68,-168.92,exact location,54,continental shelf (>50-200m),24.34,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,68,-168.92,exact location,48,near-shore (0-50m),1.07,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,68.33,-168.92,exact location,53,continental shelf (>50-200m),9.2,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,68.34,-167.16,exact location,37,near-shore (0-50m),0.65,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,68.34,-168.33,exact location,49,near-shore (0-50m),21.38,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,68.87,-168.92,exact location,52,continental shelf (>50-200m),29.02,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
Chukchi Sea,Arctic Ocean,69,-168.91,exact location,51,continental shelf (>50-200m),11.66,ex situ ,core incubation,TOU,NA,NA,no,dark,"Grebmeier, J. M. & Mcroy, C. P. Pelagic-benthic coupling on the shelf of the northern Bering and Chukchi Seas. III. Benthic food supply and carbon cycling. Mar. Ecol. Prog. Ser. 53, 79–91 (1989)"
New Caledonia,Pacific Ocean,-22.4695,166.5077,exact location,58,continental shelf (>50-200m),9.84,ex situ,core microprofiling,DOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.4695,166.5077,exact location,58,continental shelf (>50-200m),13.2072,ex situ,core incubation,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3903,166.4127,exact location,12,near-shore (0-50m),14.424,ex situ,core incubation,TOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3903,166.4127,exact location,12,near-shore (0-50m),53.95,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3815,166.4207,exact location,20,near-shore (0-50m),22.8072,ex situ,core incubation,TOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3815,166.4207,exact location,20,near-shore (0-50m),23.95,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3815,166.4207,exact location,20,near-shore (0-50m),26.1672,ex situ,core microprofiling,DOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3407,166.2455,exact location,11,near-shore (0-50m),14.0376,ex situ,core incubation,TOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3407,166.2455,exact location,11,near-shore (0-50m),33.18,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3227,166.4635,exact location,22,near-shore (0-50m),23.7264,ex situ,core incubation,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3227,166.4635,exact location,22,near-shore (0-50m),24.6528,ex situ,core microprofiling,DOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3227,166.4635,exact location,22,near-shore (0-50m),28.2,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3053,166.4642,exact location,12,near-shore (0-50m),28.3272,ex situ,core microprofiling,DOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3053,166.4642,exact location,12,near-shore (0-50m),32.1024,ex situ,core incubation,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3053,166.4642,exact location,12,near-shore (0-50m),34.53,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3007,166.263,exact location,52,continental shelf (>50-200m),11.0376,ex situ,core microprofiling,DOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.3007,166.263,exact location,52,continental shelf (>50-200m),14.9328,ex situ,core incubation,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.2935,166.2888,exact location,13,near-shore (0-50m),22.5672,ex situ,core microprofiling,DOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.2935,166.2888,exact location,13,near-shore (0-50m),37.6848,ex situ,core incubation,TOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.2935,166.2888,exact location,13,near-shore (0-50m),39.65,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.287,166.4627,exact location,10,near-shore (0-50m),24.9912,ex situ,core incubation,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.287,166.4627,exact location,10,near-shore (0-50m),28.6344,ex situ,core microprofiling,DOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.257,166.3227,exact location,24,near-shore (0-50m),22.128,ex situ,core incubation,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.257,166.3227,exact location,24,near-shore (0-50m),29.0808,ex situ,core microprofiling,DOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.2258,166.3845,exact location,18,near-shore (0-50m),17.544,ex situ,core incubation,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.2258,166.3845,exact location,18,near-shore (0-50m),18.4584,ex situ,core microprofiling,DOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
New Caledonia,Pacific Ocean,-22.2258,166.3845,exact location,18,near-shore (0-50m),24.98,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Grenz, C. et al. Spatial variability in sediment oxygen consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific). J. Exp. Mar. Bio. Ecol. 285–286, 33–47 (2003)"
"Laguna de Términos, Mexico",Gulf of Mexico,18.49,-91.79,exact location,1.1,near-shore (0-50m),59.63,ex situ ,core incubation,TOU,NA,NA,yes,dark,"Grenz, C. et al. Spatio-temporal variability in benthic exchanges at the sediment-water interface of a shallow tropical coastal lagoon (south coast of Gulf of Mexico). Estuar. Coast. Shelf Sci. 218, 368–380 (2019)"
