Region,Ocean,Latitude (N),Longitude €,Location,Depth (m),Depth range,SCOC (mmol O2 m-2 d-1),ex situ/ in situ,Measurement/ sampling device,TOU/ DOU/ AOU,median sediment grain size (?m),sediment type,photosynthetic sediment,dark/ light incubation/ measurements,Reference
"Cap Ferret Canyon, Bay of Biscay",Atlantic Ocean,44.7707,-2.6762,exact location,3075,abyssal plain/ continental rise (>2000m),2.2,ex situ ,core microprofiling,DOU,NA,NA,not investigated,not investigated,"Etcheber, H. et al. Distribution and quality of sedimentary organic matter on the Aquitanian margin (Bay of Biscay). Deep. Res. II 46, 2249–2288 (1999)."
"Cap Ferret Canyon, Bay of Biscay",Atlantic Ocean,44.782,-2.384,exact location,1930,continental slope (>200-2000m),1.7,ex situ ,core microprofiling,DOU,NA,NA,not investigated,not investigated,"Etcheber, H. et al. Distribution and quality of sedimentary organic matter on the Aquitanian margin (Bay of Biscay). Deep. Res. II 46, 2249–2288 (1999)."
"Cap Ferret Canyon, Bay of Biscay",Atlantic Ocean,44.7932,-2.1688,exact location,1400,continental slope (>200-2000m),2.2,ex situ ,core microprofiling,DOU,NA,NA,not investigated,not investigated,"Etcheber, H. et al. Distribution and quality of sedimentary organic matter on the Aquitanian margin (Bay of Biscay). Deep. Res. II 46, 2249–2288 (1999)."
"Cap Ferret Canyon, Bay of Biscay",Atlantic Ocean,44.7932,-2.1688,exact location,1400,continental slope (>200-2000m),2.8,ex situ ,core microprofiling,DOU,NA,NA,not investigated,not investigated,"Etcheber, H. et al. Distribution and quality of sedimentary organic matter on the Aquitanian margin (Bay of Biscay). Deep. Res. II 46, 2249–2288 (1999)."
"Cap Ferret Canyon, Bay of Biscay",Atlantic Ocean,44.8093,-2.1828,exact location,875,continental slope (>200-2000m),2.1,ex situ ,core microprofiling,DOU,NA,NA,not investigated,not investigated,"Etcheber, H. et al. Distribution and quality of sedimentary organic matter on the Aquitanian margin (Bay of Biscay). Deep. Res. II 46, 2249–2288 (1999)."
"Cap Ferret Canyon, Bay of Biscay",Atlantic Ocean,44.8177,-2.1633,exact location,110,continental shelf (>50-200m),2.5,ex situ ,core microprofiling,DOU,NA,NA,no,NA,"Etcheber, H. et al. Distribution and quality of sedimentary organic matter on the Aquitanian margin (Bay of Biscay). Deep. Res. II 46, 2249–2288 (1999)."
"Cap Ferret Canyon, Bay of Biscay",Atlantic Ocean,44.8177,-2.1633,exact location,110,continental shelf (>50-200m),2.8,ex situ ,core microprofiling,DOU,NA,NA,no,NA,"Etcheber, H. et al. Distribution and quality of sedimentary organic matter on the Aquitanian margin (Bay of Biscay). Deep. Res. II 46, 2249–2288 (1999)."
"Cap Ferret Canyon, Bay of Biscay",Atlantic Ocean,44.8268,-2.193,exact location,490,continental slope (>200-2000m),2.1,ex situ ,core microprofiling,DOU,NA,NA,not investigated,not investigated,"Etcheber, H. et al. Distribution and quality of sedimentary organic matter on the Aquitanian margin (Bay of Biscay). Deep. Res. II 46, 2249–2288 (1999)."
"Cap Ferret Canyon, Bay of Biscay",Atlantic Ocean,44.8445,-2.1282,exact location,445,continental slope (>200-2000m),2.8,ex situ ,core microprofiling,DOU,NA,NA,not investigated,not investigated,"Etcheber, H. et al. Distribution and quality of sedimentary organic matter on the Aquitanian margin (Bay of Biscay). Deep. Res. II 46, 2249–2288 (1999)."
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),2.157303371,ex situ ,core incubation,TOU,NA,NA,yes,light,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),9.6,ex situ ,core incubation,TOU,NA,NA,yes,dark,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),13.15955056,ex situ ,core incubation,TOU,NA,NA,yes,light,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),13.6988764,ex situ ,core incubation,TOU,NA,NA,yes,light,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),16.50337079,ex situ ,core incubation,TOU,NA,NA,yes,light,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),17.14,ex situ ,core incubation,TOU,NA,NA,yes,dark,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),17.4741573,ex situ ,core incubation,TOU,NA,NA,yes,light,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),17.62,ex situ ,core incubation,TOU,NA,NA,yes,dark,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),18.77,ex situ ,core incubation,TOU,NA,NA,yes,dark,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),19.95505618,ex situ ,core incubation,TOU,NA,NA,yes,light,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),20.59,ex situ ,core incubation,TOU,NA,NA,yes,dark,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),23.86,ex situ ,core incubation,TOU,NA,NA,yes,dark,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
"Moreton Bay, Deception Bay",Pacific Ocean,-27.13,153.07,approximated location,29,near-shore (0-50m),23.88,ex situ ,core incubation,TOU,NA,NA,yes,dark,"Ferguson, A. & Eyre, B. Interaction of benthic microalgae and macrofauna in the control of benthic metabolism, nutrient fluxes and denitrification in a shallow sub-tropical coastal embayment (western Moreton Bay, Australia). Biogeochemistry 112, 423–440 (2013)"
Gulf of Cadiz,Atlantic Ocean,36.5625,-6.2493,approximated location,8,near-shore (0-50m),17.94871795,in situ,benthic incubation chamber,TOU,NA,mud/ sandy mud,yes,dark,"Ferrón, S., Alonso-Pérez, F., Ortega, T. & Forja, J. Benthic respiration on the northeastern shelf of the Gulf of Cádiz (SW Iberian Peninsula). Mar. Ecol. Prog. Ser. 392, 69–80 (2009)"
Gulf of Cadiz,Atlantic Ocean,36.5636,-6.3561,approximated location,22,near-shore (0-50m),18.33333333,in situ,benthic incubation chamber,TOU,NA,mud/ sandy mud,yes,dark,"Ferrón, S., Alonso-Pérez, F., Ortega, T. & Forja, J. Benthic respiration on the northeastern shelf of the Gulf of Cádiz (SW Iberian Peninsula). Mar. Ecol. Prog. Ser. 392, 69–80 (2009)"
Gulf of Cadiz,Atlantic Ocean,36.571,-6.3856,approximated location,32,near-shore (0-50m),24.1025641,in situ,benthic incubation chamber,TOU,NA,mud/ sandy mud,yes,dark,"Ferrón, S., Alonso-Pérez, F., Ortega, T. & Forja, J. Benthic respiration on the northeastern shelf of the Gulf of Cádiz (SW Iberian Peninsula). Mar. Ecol. Prog. Ser. 392, 69–80 (2009)"
Gulf of Cadiz,Atlantic Ocean,36.5756,-6.3076,approximated location,18,near-shore (0-50m),23.07692308,in situ,benthic incubation chamber,TOU,NA,mud/ sandy mud,yes,dark,"Ferrón, S., Alonso-Pérez, F., Ortega, T. & Forja, J. Benthic respiration on the northeastern shelf of the Gulf of Cádiz (SW Iberian Peninsula). Mar. Ecol. Prog. Ser. 392, 69–80 (2009)"
Gulf of Cadiz,Atlantic Ocean,36.5942,-6.3567,approximated location,22,near-shore (0-50m),30.51282051,in situ,benthic incubation chamber,TOU,NA,mud/ sandy mud,yes,dark,"Ferrón, S., Alonso-Pérez, F., Ortega, T. & Forja, J. Benthic respiration on the northeastern shelf of the Gulf of Cádiz (SW Iberian Peninsula). Mar. Ecol. Prog. Ser. 392, 69–80 (2009)"
Gulf of Cadiz,Atlantic Ocean,36.7762,-6.5923,approximated location,34,near-shore (0-50m),31.28205128,in situ,benthic incubation chamber,TOU,NA,mud/ sandy mud,yes,dark,"Ferrón, S., Alonso-Pérez, F., Ortega, T. & Forja, J. Benthic respiration on the northeastern shelf of the Gulf of Cádiz (SW Iberian Peninsula). Mar. Ecol. Prog. Ser. 392, 69–80 (2009)"
Gulf of Cadiz,Atlantic Ocean,36.7862,-6.4374,approximated location,13,near-shore (0-50m),40.12820513,in situ,benthic incubation chamber,TOU,NA,mud/ sandy mud,yes,dark,"Ferrón, S., Alonso-Pérez, F., Ortega, T. & Forja, J. Benthic respiration on the northeastern shelf of the Gulf of Cádiz (SW Iberian Peninsula). Mar. Ecol. Prog. Ser. 392, 69–80 (2009)"
Gulf of Cadiz,Atlantic Ocean,36.8011,-6.4975,approximated location,18,near-shore (0-50m),36.92307692,in situ,benthic incubation chamber,TOU,NA,mud/ sandy mud,yes,dark,"Ferrón, S., Alonso-Pérez, F., Ortega, T. & Forja, J. Benthic respiration on the northeastern shelf of the Gulf of Cádiz (SW Iberian Peninsula). Mar. Ecol. Prog. Ser. 392, 69–80 (2009)"
Gulf of Cadiz,Atlantic Ocean,36.8234,-6.6316,approximated location,29,near-shore (0-50m),29.74358974,in situ,benthic incubation chamber,TOU,NA,mud/ sandy mud,yes,dark,"Ferrón, S., Alonso-Pérez, F., Ortega, T. & Forja, J. Benthic respiration on the northeastern shelf of the Gulf of Cádiz (SW Iberian Peninsula). Mar. Ecol. Prog. Ser. 392, 69–80 (2009)"
Gulf of Mexico,Gulf of Mexico,27.539,-96.9379,approximated location,14,near-shore (0-50m),31.69,in situ,benthic incubation chamber,TOU,NA,NA,NA,dark,"Flint, R. W. & Kamykowski, D. Benthic nutrient regeneration in South Texas coastal waters. Estuar. Coast. Shelf Sci. 18, 221–230 (1984)"
Gulf of Mexico,Gulf of Mexico,27.539,-96.9379,approximated location,14,near-shore (0-50m),69.73,in situ,benthic incubation chamber,TOU,NA,NA,NA,dark,"Flint, R. W. & Kamykowski, D. Benthic nutrient regeneration in South Texas coastal waters. Estuar. Coast. Shelf Sci. 18, 221–230 (1984)"
Gulf of Mexico,Gulf of Mexico,27.539,-96.9379,approximated location,14,near-shore (0-50m),92.48,in situ,benthic incubation chamber,TOU,NA,NA,NA,dark,"Flint, R. W. & Kamykowski, D. Benthic nutrient regeneration in South Texas coastal waters. Estuar. Coast. Shelf Sci. 18, 221–230 (1984)"
Gulf of Mexico,Gulf of Mexico,27.539,-96.9379,approximated location,14,near-shore (0-50m),155.25,in situ,benthic incubation chamber,TOU,NA,NA,NA,dark,"Flint, R. W. & Kamykowski, D. Benthic nutrient regeneration in South Texas coastal waters. Estuar. Coast. Shelf Sci. 18, 221–230 (1984)"
Gulf of Cadiz,Atlantic Ocean,36.39,-6.21,approximated location,5,near-shore (0-50m),164.6,in situ,benthic incubation chamber,TOU,NA,clay,no,dark,"Forja, J. M., Blasco, J. & Gómez-Parra, A. Spatial and seasonal variation of in situ benthic fluxes in the Bay of Cadiz (South-west Spain). Estuar. Coast. Shelf Sci. 39, 127–141 (1994)."
Gulf of Cadiz,Atlantic Ocean,36.5,-6.19,approximated location,5,near-shore (0-50m),115.1,in situ,benthic incubation chamber,TOU,NA,clay,no,dark,"Forja, J. M., Blasco, J. & Gómez-Parra, A. Spatial and seasonal variation of in situ benthic fluxes in the Bay of Cadiz (South-west Spain). Estuar. Coast. Shelf Sci. 39, 127–141 (1994)."
Gulf of Cadiz,Atlantic Ocean,36.51,-6.2,approximated location,8.5,near-shore (0-50m),209.3,in situ,benthic incubation chamber,TOU,NA,clay,no,dark,"Forja, J. M., Blasco, J. & Gómez-Parra, A. Spatial and seasonal variation of in situ benthic fluxes in the Bay of Cadiz (South-west Spain). Estuar. Coast. Shelf Sci. 39, 127–141 (1994)."
Gulf of Cadiz,Atlantic Ocean,36.52,-6.19,approximated location,1.5,near-shore (0-50m),235.8,in situ,benthic incubation chamber,TOU,NA,clay,no,dark,"Forja, J. M., Blasco, J. & Gómez-Parra, A. Spatial and seasonal variation of in situ benthic fluxes in the Bay of Cadiz (South-west Spain). Estuar. Coast. Shelf Sci. 39, 127–141 (1994)."
Gulf of Cadiz,Atlantic Ocean,36.53,-6.26,approximated location,5,near-shore (0-50m),161,in situ,benthic incubation chamber,TOU,NA,clay,no,dark,"Forja, J. M., Blasco, J. & Gómez-Parra, A. Spatial and seasonal variation of in situ benthic fluxes in the Bay of Cadiz (South-west Spain). Estuar. Coast. Shelf Sci. 39, 127–141 (1994)."
Gulf of Cadiz,Atlantic Ocean,36.5403,-6.2109,approximated location,5,near-shore (0-50m),122.2,in situ,benthic incubation chamber,TOU,NA,clay,no,dark,"Forja, J. M., Blasco, J. & Gómez-Parra, A. Spatial and seasonal variation of in situ benthic fluxes in the Bay of Cadiz (South-west Spain). Estuar. Coast. Shelf Sci. 39, 127–141 (1994)."
Palmones Estuary,Atlantic Ocean,36.1727,-5.4308,approximated location,2,near-shore (0-50m),98,in situ,benthic incubation chamber,TOU,NA,clay/ silt,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Palmones Estuary,Atlantic Ocean,36.1727,-5.4308,approximated location,4,near-shore (0-50m),111,in situ,benthic incubation chamber,TOU,NA,clay/ silt,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Palmones Estuary,Atlantic Ocean,36.1727,-5.4308,approximated location,5,near-shore (0-50m),150,in situ,benthic incubation chamber,TOU,NA,clay/ silt,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Palmones Estuary,Atlantic Ocean,36.1727,-5.4308,approximated location,5,near-shore (0-50m),163,in situ,benthic incubation chamber,TOU,NA,clay/ silt,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Barbate Estuary,Atlantic Ocean,36.1803,-5.9078,approximated location,3,near-shore (0-50m),129,in situ,benthic incubation chamber,TOU,NA,silt/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Barbate Estuary,Atlantic Ocean,36.1803,-5.9078,approximated location,3,near-shore (0-50m),133,in situ,benthic incubation chamber,TOU,NA,silt/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Barbate Estuary,Atlantic Ocean,36.1803,-5.9078,approximated location,5,near-shore (0-50m),139,in situ,benthic incubation chamber,TOU,NA,silt/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Barbate Estuary,Atlantic Ocean,36.1803,-5.9078,approximated location,7,near-shore (0-50m),102,in situ,benthic incubation chamber,TOU,NA,silt/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Bay of Cadiz,Atlantic Ocean,36.5534,-6.2474,approximated location,2,near-shore (0-50m),115,in situ,benthic incubation chamber,TOU,NA,clay/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Bay of Cadiz,Atlantic Ocean,36.5534,-6.2474,approximated location,3,near-shore (0-50m),126,in situ,benthic incubation chamber,TOU,NA,clay/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Bay of Cadiz,Atlantic Ocean,36.5534,-6.2474,approximated location,4,near-shore (0-50m),118,in situ,benthic incubation chamber,TOU,NA,clay/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Bay of Cadiz,Atlantic Ocean,36.5534,-6.2474,approximated location,10,near-shore (0-50m),146,in situ,benthic incubation chamber,TOU,NA,clay/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Bay of Cadiz,Atlantic Ocean,36.5534,-6.2474,approximated location,14,near-shore (0-50m),106,in situ,benthic incubation chamber,TOU,NA,clay/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Odiel Estuary,Atlantic Ocean,37.1314,-6.8399,approximated location,8,near-shore (0-50m),99,in situ,benthic incubation chamber,TOU,NA,silt/ clay/ sand,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Ria de Vigo,Atlantic Ocean,42.2445,-8.7632,approximated location,7,near-shore (0-50m),147,in situ,benthic incubation chamber,TOU,NA,clay,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Ria de Vigo,Atlantic Ocean,42.2445,-8.7632,approximated location,12,near-shore (0-50m),199,in situ,benthic incubation chamber,TOU,NA,clay,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
Ria de Vigo,Atlantic Ocean,42.2445,-8.7632,approximated location,20,near-shore (0-50m),154,in situ,benthic incubation chamber,TOU,NA,clay,NA,dark,"Forja, J. M., Ortega, T., DelValls, T. A. & Gómez-Parra, A. Benthic fluxes of inorganic carbon in shallow coastal ecosystems of the Iberian Peninsula. Mar. Chem. 85, 141–156 (2004)."
German Bight,Atlantic Ocean,54.03,7.93,approximated location,32,near-shore (0-50m),41,in situ,lander with benthic chambers,TOU,140,silty sand,NA,dark,"Forster S., Glud R.N., Gundersen J.K. & Huettel M. In situ study of bromide tracer and oxygen flux in coastal sediments. Estuar. Coast. Shelf Sci. 49, 813–827 (1999)"
Kiel Bight,Atlantic Ocean,54.42,10.21,approximated location,28,near-shore (0-50m),0,in situ,lander with benthic chambers,TOU,40,silt,no,dark,"Forster S., Glud R.N., Gundersen J.K. & Huettel M. In situ study of bromide tracer and oxygen flux in coastal sediments. Estuar. Coast. Shelf Sci. 49, 813–827 (1999)"
"Skagerrak, North Sea",Atlantic Ocean,58.23,9.53,approximated location,695,continental slope (>200-2000m),10.6,in situ,lander with benthic chambers,TOU,20,silt,not investigated,not investigated,"Forster S., Glud R.N., Gundersen J.K. & Huettel M. In situ study of bromide tracer and oxygen flux in coastal sediments. Estuar. Coast. Shelf Sci. 49, 813–827 (1999)"
"Belgian continental shelf, North Sea",Atlantic Ocean,51.15,2.62,exact location,13,near-shore (0-50m),5.5,ex situ ,core incubation,TOU,NA,NA,no,dark,"Franco, M. de A. et al. Respiration partitioning in contrasting subtidal sediments: seasonality and response to a spring phytoplankton deposition. Mar. Ecol. 31, 276–290 (2010)"
"Belgian continental shelf, North Sea",Atlantic Ocean,51.15,2.62,exact location,13,near-shore (0-50m),18.8,ex situ ,core incubation,TOU,NA,NA,no,dark,"Franco, M. de A. et al. Respiration partitioning in contrasting subtidal sediments: seasonality and response to a spring phytoplankton deposition. Mar. Ecol. 31, 276–290 (2010)"
"Belgian continental shelf, North Sea",Atlantic Ocean,51.43,2.81,exact location,20,near-shore (0-50m),1.2,ex situ ,core incubation,TOU,NA,NA,no,dark,"Franco, M. de A. et al. Respiration partitioning in contrasting subtidal sediments: seasonality and response to a spring phytoplankton deposition. Mar. Ecol. 31, 276–290 (2010)"
"Belgian continental shelf, North Sea",Atlantic Ocean,51.43,2.81,exact location,20,near-shore (0-50m),8.7,ex situ ,core incubation,TOU,NA,NA,no,dark,"Franco, M. de A. et al. Respiration partitioning in contrasting subtidal sediments: seasonality and response to a spring phytoplankton deposition. Mar. Ecol. 31, 276–290 (2010)"
Bay of Vana,Black Sea,43.26,28.12,exact location,24,near-shore (0-50m),33.3,in situ,lander with benthic chambers,TOU,NA,NA,no,dark,"Friedl, G., Dinkel, C. & Wehrli, B. Benthic fluxes of nutrients in the northwestern Black Sea. Mar. Chem. 62, 77–88 (1998)"
"shelf edge, Black Sea",Black Sea,43.69,30.05,exact location,142,continental shelf (>50-200m),5.7,in situ,lander with benthic chambers,TOU,NA,NA,no,dark,"Friedl, G., Dinkel, C. & Wehrli, B. Benthic fluxes of nutrients in the northwestern Black Sea. Mar. Chem. 62, 77–88 (1998)"
"shelf edge, Black Sea",Black Sea,44,30.48,exact location,134,continental shelf (>50-200m),0,in situ,lander with benthic chambers,TOU,NA,NA,no,dark,"Friedl, G., Dinkel, C. & Wehrli, B. Benthic fluxes of nutrients in the northwestern Black Sea. Mar. Chem. 62, 77–88 (1998)"
Danube prodelta,Black Sea,44.58,29.18,exact location,27,near-shore (0-50m),0,in situ,lander with benthic chambers,TOU,NA,NA,no,dark,"Friedl, G., Dinkel, C. & Wehrli, B. Benthic fluxes of nutrients in the northwestern Black Sea. Mar. Chem. 62, 77–88 (1998)"
Danube delta front,Black Sea,45.2,29.84,exact location,26,near-shore (0-50m),25.9,in situ,lander with benthic chambers,TOU,NA,NA,no,dark,"Friedl, G., Dinkel, C. & Wehrli, B. Benthic fluxes of nutrients in the northwestern Black Sea. Mar. Chem. 62, 77–88 (1998)"
Oregon shelf,Pacific Ocean,43.93,-124.32,approximated location,111,continental shelf (>50-200m),10.9,in situ,lander with benthic chambers,TOU,NA,silty mud,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,43.93,-124.32,approximated location,111,continental shelf (>50-200m),15.2,in situ,lander with benthic chambers,TOU,NA,silty mud,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,43.9317,-124.5067,approximated location,139,continental shelf (>50-200m),5.8,in situ,lander with benthic chambers,TOU,NA,NA,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,43.9317,-124.5067,approximated location,139,continental shelf (>50-200m),12.5,in situ,lander with benthic chambers,TOU,NA,NA,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,43.9317,-124.5517,approximated location,153,continental shelf (>50-200m),8.1,in situ,lander with benthic chambers,TOU,NA,NA,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,43.9317,-124.5517,approximated location,153,continental shelf (>50-200m),9.1,in situ,lander with benthic chambers,TOU,NA,NA,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,43.9383,-124.245,approximated location,80,continental shelf (>50-200m),7.2,in situ,lander with benthic chambers,TOU,NA,muddy sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
